Brand,Name,Anchal,Type,Condition,Used For,Lot No,Price,Mileage,Engine,Make Year,Kilometers
yamaha,fz,Bagmati,Standard,Excellent,4 years,62,135000,38,153,2014,36000
um,renegade,Bagmati,Standard,Like New (used few times),2 months,95,170000,50,125,2016,1061
bajaj,pulsar,Bagmati,Standard,Excellent,7months,27,63000,45,150,2010,43000
bajaj,pulsar,Koshi,Dirt,Excellent,1 year,30,262000,35,200,2017,50000
UnKnown,UnKnown,Bagmati,Standard,Excellent,, ,23000,,,,
bajaj,ns,Bagmati,Standard,Like New (used few times),6month,88,240000,40,200,2017,8k
bajaj,pulsar,Bagmati,Sports,Like New (used few times),9 month,90,265000,35,200,2017,
yamaha,ray,Narayani,Scooty,Excellent,5 month,53,170000,45,110,2016,6000
honda,aviator,Bagmati,Scooty,Excellent,2014,68,115000,,110,2014,15000
enfield,classic,Bagmati,Standard,Excellent,3yrs 2mnth ,61,320000,27,350,,18k
crossfire,UnKnown,Bagmati,Dirt,Excellent,,61,270000,25,250,2014,18000
hero,UnKnown,Bagmati,Standard,,,64,105000,,125,2013,
bajaj,pulsar,Bagmati,Sports,Excellent,6 years,44,100000,34,180,2010,
tvs,pep,Bagmati,Scooty,Excellent,,44,55000,50,90,2011,
hero,xtreme,Bagmati,Standard,Excellent,,29,60000,40,150,,
yamaha,ray,Bagmati,Scooty,Like New (used few times),,91,185000,,113,,
enfield,classic,Bagmati,Cruiser,Like New (used few times),7 months ,87,490000,,500,2017,2800
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),9 month,85,227000,35,220,2017,11k
yamaha,r15,Bagmati,Sports,Excellent,3 years,66,170000,30,150,2015,30000
enfield,UnKnown,Bagmati,Standard,Excellent,4 yrs,56,245000,28,350,2013,39200
honda,shine,Bagmati,Standard,Excellent,6 year,34,90000,50,110,2015,69000
enfield,classic,Bagmati,Standard,Like New (used few times),6 month,91,460000,29,350,2018,4095
bajaj,pulsar,Bagmati,Sports,Excellent,10 months,62,160000,35,220,2014,25000
UnKnown,UnKnown,Bagmati,Sports,Excellent,3.5 year,60,280000,25,390,2015,24685
honda,hornet,Bagmati,Sports,Like New (used few times),,76,175000,,160,2016,15
bajaj,pulsar,Gandaki,Standard,Like New (used few times),4-5months,14,299100,38,200,2017,4000
hero,xtreme,Rapti,Sports,Excellent,2year,2,160000,35,230,2015,27k
bajaj,pulsar,Koshi,Sports,Like New (used few times),1.5 years,33,175000,45,150,2015,27000
yamaha,fz,Bagmati,Sports,Like New (used few times),2.6 year,71,180000,45,,2015,19000
hero,pleasure,Gandaki,Scooty,Excellent,1 and half yea,12,135000,35,102,,5400
bajaj,ns,Bagmati,Standard,Like New (used few times),5 months ,92,275000,30,200,2017,5900
yamaha,r15,Bagmati,Sports,Excellent,3 year,61,180000,40,150,2014,36k
bajaj,pulsar,Bagmati,Standard,Good/Fair,2 years,75,180000,,220,2 ye,
UnKnown,UnKnown,Bagmati,Standard,Excellent,,85,245000,35,200,2017,8000
ktm,UnKnown,Bagmati,Sports,Excellent,,67,350000,,390,,"16,706"
enfield,UnKnown,Bagmati,Cruiser,Excellent,5 months ,0,80000,,350,2001,"35,000"
tvs,apache,Bagmati,Sports,Like New (used few times),,91,258000,32,200,2017,8900
bajaj,discover,Bagmati,Standard,Excellent,5years,49,85000,50,125,2012,47000
hero,pleasure,Bagmati,Scooty,Good/Fair,6 years,39,55000,,,,
benelli,UnKnown,Bagmati,Sports,Excellent,20 months,78,540000,20,300,2016,14000
honda,dio,Bagmati,Scooty,Excellent,,52,95000,,,,
honda,dio,Bagmati,Scooty,Excellent,,52,88000,,109,2012,15000
honda,cbr,Bagmati,Sports,Excellent,,55,255000,25,249,,28000
bajaj,ns,Bagmati,Sports,Like New (used few times),9 months,86,250000,,200,32,
hartford,vr,Gandaki,Dirt,Excellent,3.5 years,8,180000,30,150,2071,
honda,dio,Bagmati,Scooty,Excellent,2.5 month,56,85000,35,125,2012,25000
bajaj,pulsar,Bagmati,Standard,Good/Fair,,51,125000,30,220,2012,54000
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),2 year,68,305000,35,350,2015,27000
yamaha,r15,Bagmati,Standard,Good/Fair,,35,86000,35,150,,28k+
yamaha,fz,Bagmati,Standard,Excellent,3 yrs,67,160000,45,150,2015,27000
enfield,classic,Bagmati,Standard,Good/Fair,,46,220000,,350,2011,31000
UnKnown,UnKnown,Bagmati,Standard,Excellent,4 yrs,44,74000,42,125,2010,24000
hero,UnKnown,Bagmati,Scooty,Excellent,,13,20000,,,,
tvs,apache,Bagmati,Standard,Good/Fair,7 years,50,110000,,180,2010,3000
honda,unicorn,Bagmati,Standard,Excellent,,57,125000,,155,2013,
bajaj,avenger,Bagmati,Cruiser,Excellent,3 years,62,170000,30,220,2015,20000
yamaha,fz,Bagmati,Sports,Like New (used few times),1 yr,83,230000,45,149,2016,1200p
enfield,classic,Bagmati,Standard,Good/Fair,5 yrs,59,250000,28,350,2013,47000
ktm,duke,Sagarmatha,Sports,Excellent,06 Month,8,420000,9300,200,2017,9300
hero,cbz,Narayani,Standard,Good/Fair,6 years ,19,85000,29,150,2011,72000
UnKnown,UnKnown,Bagmati,Standard,,2 year,69,400000,33,350,,25000
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),5 months,92,292000,35,199,2017,3000
bajaj,pulsar,Bagmati,Sports,Excellent,,43,130000,36,220,2010,
ktm,duke,Gandaki,Standard,Like New (used few times),1year,11,265000,35,200,2016,23000
UnKnown,UnKnown,Bagmati,Cruiser,Excellent,,22,250000,25,350,2006,65000
UnKnown,UnKnown,Bagmati,Sports,Excellent,3 years,60,125000,35,150,2014,22000
UnKnown,UnKnown,Bagmati,Cruiser,Like New (used few times),Year,50,325000,25,250,2011,5400
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),1.5 yrs,85,238000,30,200,2017,11000
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),,73,305000,30,397,2015,
yamaha,fz,Bagmati,Standard,Like New (used few times),1year,56,125000,40,150,,
ktm,duke,Bagmati,Sports,Excellent,5 years,51,250000,,,,
bajaj,pulsar,Bagmati,Sports,Excellent,4 years,56,154999,35,220,,45000
honda,dio,Bagmati,Scooty,Good/Fair,,48,60000,,,,
suzuki,UnKnown,Bagmati,Scooty,Excellent,4.5year,59,65000,,125,,
UnKnown,UnKnown,Bagmati,Sports,Excellent,,40,85000,40,150,,25000
bajaj,avenger,Bagmati,Standard,Excellent,1.5 year ,81,225000,30+,150,2016,9000
bajaj,pulsar,Bagmati,Standard,Excellent,Around 4 years,62,120000,,,2014,72000
honda,shine,Bagmati,Standard,Excellent,,66,130000,45,125,,
honda,hornet,Bagmati,Standard,Like New (used few times),,79,205000,40,160,2016,5060
UnKnown,UnKnown,Bagmati,Standard,Excellent,4 Years,52,85000,45,150,2013,"57,000"
bajaj,discover,Bagmati,Standard,Excellent,,41,70000,60,100,2010,63000
bajaj,UnKnown,Bagmati,Standard,Excellent,,82,147000,38,150,2016,10000
tvs,apache,Bagmati,Sports,Excellent,2.6 year,64,137000,35,180,,50000
bajaj,pulsar,Gandaki,Standard,Excellent,2.5 years,10,160000,33,180,2014,13000
benelli,tnt,Bagmati,Standard,Excellent,9 months,87,205000,35,135,2017,6000
hero,pleasure,Bagmati,Scooty,Good/Fair,36 months,65,85000,30,101,2015,18500
yamaha,fz,Bagmati,Sports,,,55,125000,,150,,21000
UnKnown,UnKnown,Bagmati,Cruiser,,,83,425000,,350,,3000
tvs,apache,Bagmati,Sports,Good/Fair,2 year,41,80000,35,180,2010,48000
honda,dio,Bagmati,Scooty,Like New (used few times),6 month,90,165000,40,110,2018,6000
honda,UnKnown,Bagmati,Standard,Excellent,4 year,61,120000,,,,
ktm,UnKnown,Bagmati,Sports,Excellent,9 months ,88,440000,30,200,2017,10500
ktm,duke,Bagmati,Standard,Excellent,2 years,73,320000,25,200,2016,32000
yamaha,UnKnown,Bagmati,Standard,Excellent,10 years,33,100000,,150,2008,
UnKnown,UnKnown,Bagmati,Standard,Good/Fair,14 years,12,60000,50,100,,55000
honda,UnKnown,Bagmati,Standard,Excellent,3 Years,63,119999,48,150,215,30000
ktm,duke,Bagmati,Sports,Excellent,,67,260000,,200,,23000
suzuki,gixxer,Bagmati,Standard,Excellent,6 Months,90,262000,40,155,2018,3000
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),,85,400000,,400,,
ktm,duke,Bagmati,Sports,Like New (used few times),9 months,85,375000,30,200,,17000
tvs,apache,Bagmati,Standard,Good/Fair,,23,45000,40,150,2006,40000
hero,splendor,Bagmati,Standard,Good/Fair,5 years,8,60000,40,100,2009,---
bajaj,discover,Bagmati,Standard,Good/Fair,4yrs,55,65000,,100,,
honda,unicorn,Mechi,Standard,Excellent,,4,150000,,150,2012,24850
bajaj,pulsar,Bagmati,Sports,Excellent,,84,245000,,200,,5000
enfield,UnKnown,Bagmati,Standard,Like New (used few times),2 month,85,415000,35,350,2017,6100
honda,unicorn,Bagmati,Standard,Good/Fair,,41,85000,,150,,
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),5 mnths,89,435000,35,200,2017,9000
honda,unicorn,Bagmati,Standard,Like New (used few times),3 Yrs,63,150000,,150,,16000
hero,UnKnown,Bagmati,Scooty,Excellent,1 year,81,160000,30,112,,14400
honda,hornet,Bagmati,Sports,Like New (used few times),one year ,77,210000,50,160,2017,19000
hero,pleasure,Bagmati,Scooty,,,31,38000,,,,
hero,xtreme,Bagmati,Sports,Good/Fair,,40,55000,,150,,
bajaj,avenger,Bagmati,Cruiser,Like New (used few times),1 and1/2,74,190000,40,150,,12000
bajaj,pulsar,Koshi,Standard,Like New (used few times),1 .5 years,25,190000,45,150 cc,2016,11000
bajaj,pulsar,Mechi,Standard,,2 years,15,125000,35,,,32000
bajaj,pulsar,Mechi,Standard,Excellent,3 years,10,115000,,150,,32000
bajaj,pulsar,Mechi,Standard,Excellent,2 years,11,180000,,220,,32000
bajaj,pulsar,Mechi,Standard,Like New (used few times),1 month,17,270000,,,,993
bajaj,pulsar,Bagmati,Sports,Good/Fair,,55,150000,30,200,2012,50000
yamaha,r15,Bagmati,Sports,Excellent,,63,170000,,150,2015,19k
honda,shine,Bagmati,Standard,Good/Fair,4/5years,30,55000,40/45,125,2009,
aprilla,UnKnown,Narayani,Scooty,,7 months,47,230000,35,150,2017,11000
honda,unicorn,Bagmati,Standard,Excellent,,30,60000,40,150,,31000
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),10 months,88,180000,51,150,2017,13500
bajaj,pulsar,Bagmati,Standard,Excellent,,30,65000,30,150,,35
vespa,UnKnown,Bagmati,Scooty,Excellent,2 years,72,180000,,125,2015,
UnKnown,UnKnown,Bagmati,Standard,Excellent,1 and halfyear,77,400000,25,,2016,13000
UnKnown,UnKnown,Lumbini,Standard,Excellent,,16,130000,41,150,2013,30000
yamaha,UnKnown,Bagmati,Standard,Excellent,,54,98000,50,125,,8225
UnKnown,UnKnown,Bagmati,Sports,Excellent,1year,88,90000,50,150,,12300
yamaha,UnKnown,Bagmati,Standard,Excellent,5 years,44,70000,40,106,2010,
tvs,apache,Bagmati,Standard,Like New (used few times),11 months,84,199999,40,180,2016,16000
tvs,apache,Bagmati,Standard,Like New (used few times),At shrawan 1yr,84,199999,40,180,2016,16000
bajaj,pulsar,Bagmati,Sports,Excellent,2 years,70,275000,40,200,2015,9000
enfield,UnKnown,Gandaki,Standard,Like New (used few times),6 mnths,14,485000,30,350,2017,3800
hero,xtreme,Bagmati,Standard,Excellent,,95,44000,45,150,2011,48900
honda,cbr,Bagmati,Sports,Excellent,,64,1450000,,600,2007,10500
ktm,duke,Bagmati,Sports,Excellent,1 year,65,300000,,,,
UnKnown,UnKnown,Gandaki,Standard,Like New (used few times),2016,12,220000,42,180,2016,8800
benelli,tnt,Bagmati,Sports,Like New (used few times),,72,468000,30,300,2015,12400
UnKnown,UnKnown,Bagmati,Sports,Excellent,,37,80000,35,153,2009,50000
reiju,UnKnown,Bagmati,Dirt,Good/Fair,,45,150000,25,185,,
bajaj,pulsar,Bagmati,Sports,Excellent,2 years,78,210000,35,200,2016,22000
honda,dio,Bagmati,Scooty,Like New (used few times),1 year,72,130000,35,109,2016,22000
hero,xtreme,Bagmati,Standard,Excellent, 5 years,51,80000,30,150,2012,31000
honda,shine,Bagmati,Standard,Excellent,7 Years,34,72000,40,125,2011,NA
yamaha,fz,Bagmati,Standard,Excellent,,59,140000,45,225,,
yamaha,fz,Narayani,Sports,Like New (used few times),8month,50,2250000,45,150,,7500
crossfire,UnKnown,Gandaki,Dirt,Excellent,1.5 yrs,11,330000,22,250,2016,13000
ktm,UnKnown,Bagmati,Sports,Excellent,1and half year,78,400000,25,200,2016,12k
UnKnown,UnKnown,Bagmati,Sports,Good/Fair,,40,75000,,,,
hartford,vr,Bagmati,Dirt,Good/Fair,3 years,38,110000,25,150,2009,
bajaj,pulsar,Bagmati,Standard,Excellent,,73,210000,,220,2016,
bajaj,pulsar,Bagmati,Standard,Excellent,,57,170000,35,220,2015,40000
tvs,apache,Bheri,Sports,Excellent,,4,115000,,160,2013,40000
enfield,classic,Bagmati,Standard,,18 months,84,415000,33,350,2074,7308
honda,unicorn,Bagmati,Sports,Excellent,2 Yrs,73,185000,,,,
bajaj,pulsar,Gandaki,Standard,Excellent,,27,75000,,200,,
bajaj,pulsar,Bagmati,Standard,Excellent,,24,100000,45,150,2007,44000
hartford,vr,Bagmati,Dirt,Excellent,year,47,130000,35,150,2012,
bajaj,pulsar,Bagmati,Standard,Like New (used few times),1 year 6 month,83,185000,55,150,2016,16000
bajaj,pulsar,Bagmati,Standard,Excellent,2 years,70,180000,40,,2015,18000
bajaj,pulsar,Bagmati,Sports,Excellent,Few time,74,1850000,30,220,2016,22000
hero,splendor,Bagmati,Standard,Excellent,2004,19,45000,42,98,2004,75000
bajaj,pulsar,Bagmati,Standard,Excellent,2 Years ,68,160000,45,150,2016,32000
suzuki,gixxer,Bagmati,Sports,Like New (used few times),1.5 year,80,210000,38,156,2017,13000+
UnKnown,UnKnown,Bagmati,Dirt,Like New (used few times),2 Years ,12,1600000,KM,198,,1500
honda,stunner,Bagmati,Sports,Good/Fair,8yrs,32,50000,45,125,,60k
bajaj,pulsar,Bagmati,Standard,Excellent,3  years,63,185000,35,150,2015,17200
bajaj,pulsar,Bagmati,Standard,Excellent,4 years,60,125000,,150,2013,27000
enfield,classic,Bagmati,Cruiser,Like New (used few times),7 months,88,420000,32,350,2017,7000
yamaha,fz,Bagmati,Sports,Good/Fair,,44,85000,,150,,44000+
hero,xtreme,Bagmati,Standard,Excellent,3 years,62,140000,38,150,2014,34000
yamaha,r15,Bagmati,Sports,Excellent,6year,40,92000,45,150,2010,42000
honda,hornet,Bagmati,Sports,Like New (used few times),,76,210000,45,160,,10000
suzuki,gixxer,Bagmati,Sports,Excellent,2 years 5 mont,71,140000,35,155,2015,35000
bajaj,pulsar,Gandaki,Standard,Like New (used few times),0-4 yrs,Ny,120000,Ny,180,Any,<50000
suzuki,gixxer,Bagmati,Sports,Excellent,24 month  ,77,177000,40,155,2016,21+
hartford,vr,Dhawalagiri,Dirt,Like New (used few times),1 month,1,470000,35,223,2018,1000
bajaj,pulsar,Bagmati,Sports,Good/Fair,,55,155000,,,,
hero,cbz,Gandaki,Standard,Like New (used few times),,6,100000,45,150,2011,24k
yamaha,fz,Bagmati,Standard,Excellent,,69,180000,40,150,,
crossfire,UnKnown,Bagmati,Dirt,Like New (used few times),3 months,90,520000,,250,,
honda,dio,Bagmati,Scooty,Good/Fair,,44,52000,35,125,2010,25000+
hero,cbz,Bagmati,Standard,Good/Fair,3 years +,65,175000,45,150,2014,21000+
bajaj,pulsar,Bagmati,Sports,Excellent,2 years,22,62000,45,150,,
ktm,duke,Bagmati,Sports,Excellent,6 month,80,500000,20,390,2017,11000
enfield,classic,Bagmati,Cruiser,Like New (used few times),,75,365000,,350,,11000
UnKnown,UnKnown,Bagmati,Standard,Excellent,,31,65000,40,125,,35800
tvs,apache,Bagmati,Sports,Like New (used few times),2-3 years,80,280000,30,200,2073,8000
tvs,apache,Bagmati,Sports,Excellent,,46,95000,40,180,2011,42000
bajaj,pulsar,Bagmati,Standard,Excellent,,60,180000,50,220,2017,20000
yamaha,r15,Bagmati,Standard,Excellent,,80,250000,,149,2016,13000
yamaha,fz,Bagmati,Sports,Excellent,5 years,60,128000,45,150,2070,
tvs,apache,Bagmati,Sports,Like New (used few times),7 month,87,250000,,200,2018,"10,000"
ktm,UnKnown,Bagmati,Sports,Excellent,1 year,85,480000,28,200,2017,8500
yamaha,ray,Bagmati,Scooty,Like New (used few times),,77,165000,,,,
enfield,UnKnown,Bagmati,Dirt,Excellent,18 months ,79,415000,25,411,2016,9500
UnKnown,UnKnown,Bagmati,Standard,Excellent,1954,1,750000,,250,1967,
tvs,apache,Bheri,Sports,Like New (used few times),1 year,7,230000,40,200,2016,5000
honda,UnKnown,Bagmati,Cruiser,Excellent,,25,450000,,200,2007,40000
bajaj,pulsar,Bagmati,Standard,Excellent,3 years,66,165000,35,220,2014,"42,000"
honda,dio,Bagmati,Scooty,Excellent,15months,81,145000,35,110,2073,14000
honda,dio,Narayani,Scooty,Like New (used few times),,51,155000,45,,2018,7100
UnKnown,UnKnown,Bagmati,Standard,Excellent,,84,135000,40,150,2017,
hero,splendor,Bagmati,Standard,Excellent,5-6 years,51,90000,45,100,,17000
bajaj,ns,Bagmati,Sports,,,87,290000,30,200,2017,5k
yamaha,r15,Bagmati,Sports,Excellent,5years ,34,115000,42,150,2008,34500
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),1 YEAR,73,350000,25,200,1017,"20,000"
bajaj,pulsar,Bagmati,Sports,Excellent,,76,225000,30,200,2016,9k
yamaha,fz,Narayani,Standard,Excellent,6 years,22,140000,30,,2012,38000
bajaj,avenger,Bagmati,Cruiser,Like New (used few times),4.5 month,89,235000,38,150,2017,3500
electric,electric,Bagmati,Cruiser,Like New (used few times),8 years,33,340000,30,350,2009,33000
UnKnown,UnKnown,Bagmati,Standard,Excellent,3 month,56,260000,,350,2013,----
tvs,apache,Bagmati,Sports,Excellent,,36,70000,,160,,
hero,cbz,Bagmati,Sports,Like New (used few times),5 month,87,260000,45,,2018,1003
bajaj,pulsar,Bagmati,Standard,,,0,2000,,,,
bajaj,discover,Bagmati,Standard,Good/Fair,,22,38000,,135,,
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),2 years,73,350000,35,350,2016,18000
bajaj,avenger,Bagmati,Cruiser,Like New (used few times),4 Month,92,275000,40,220,2018,2500
honda,unicorn,Narayani,Standard,Excellent,3 months,58,250000,55,160,,1500
bajaj,pulsar,Bagmati,Standard,Excellent,3yrs,69,1600000,42,150,2016,30000
honda,unicorn,Bagmati,Standard,Excellent,8 month,40,110000,,,,
yamaha,fz,Bagmati,Standard,Like New (used few times),5 months,90,250000,40,150,2017,1300
honda,unicorn,Bagmati,Standard,Like New (used few times),5 years,54,112000,45,150,2013,24800
enfield,UnKnown,Bagmati,Standard,Excellent,3 years,65,390000,30,346,2014,14000
UnKnown,UnKnown,Gandaki,Dirt,Excellent,1.5 Years,13,210000,25,230,2014,29000
yamaha,fz,Koshi,Sports,Excellent,Rarely 2 years,24,180000,50,150,2016,15500
bajaj,UnKnown,Bagmati,Standard,Like New (used few times),1.5 year,76,165000,52,150,2017,12000
UnKnown,UnKnown,Bagmati,Standard,Excellent,10 yrs,7,65000,,100,,
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),1year,70,170000,30,220,2016,25000
yamaha,fz,Bagmati,Standard,Excellent,8 month,62,115000,35,153,2014,27000
crossfire,UnKnown,Bagmati,Dirt,Excellent,9 months ,90,485000,23,250,2017,5700
benelli,tnt,Bagmati,Sports,Like New (used few times),1 year ,80,590000,,300,,5800
tvs,apache,Bagmati,Sports,Excellent,2 years,59,125000,,180,,39000
honda,unicorn,Bagmati,Standard,Excellent,7 years,39,78000,35,150,2010,43000
bajaj,pulsar,Bagmati,Standard,Excellent,3 yrs,62,170000,35,220,2015,20000
ktm,duke,Bagmati,Sports,Excellent,,70,295000,30,200,2016,27+
yamaha,r15,Bagmati,Sports,Excellent,2 years,74,235000,38,150,2016,16000
hero,UnKnown,Bagmati,Standard,Excellent,1.5 years,48,88000,55,125,2011,33000
enfield,classic,Bagmati,Standard,Excellent,2 years,77,320000,25,350,2016,30000
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),5months,87,325000,35,250,,8000
ktm,duke,Bagmati,Sports,Excellent,3years ,62,250000,35,200,2014,30+
honda,aviator,Bagmati,Scooty,Good/Fair,3yrs,53,98000,45,110,2015,3125
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),,81,230000,45,150,2017,5500
honda,hornet,Bagmati,Standard,Excellent,18 months,81,230000,45,160,,9500
enfield,UnKnown,Bagmati,Dirt,Like New (used few times),Less than 1 ,83,525000,32,411,2017,5000
bajaj,pulsar,Bagmati,Standard,Excellent,,91,275000,,,,3400
honda,UnKnown,Bagmati,Standard,Excellent,5 years ,2,99999,40,125,1989,9999+
UnKnown,UnKnown,Bagmati,Dirt,Like New (used few times),6 month,77,220000,40,125,2017,580
bajaj,pulsar,Koshi,Sports,Excellent,2and halfyears,25,190000,,200,2072,32000
bajaj,pulsar,Bagmati,Sports,Excellent,5YRS,53,165000,32,200,2012,36000+
honda,crf,Bagmati,Dirt,,,91,765000,,250,2013,
honda,crf,Bagmati,Dirt,,,61,800000,,250,2013,
hero,karizma,Bagmati,Standard,Good/Fair,,26,70000,35,225,2008,
yamaha,fz,Bagmati,Sports,Excellent,2 years,56,125000,,,,
benelli,UnKnown,Bagmati,Sports,Like New (used few times),4mnts,90,700000,25,300,2017,800
tvs,apache,Bagmati,Sports,Like New (used few times),6 month,47,75000,35,180,2010,47000
bajaj,avenger,Bagmati,Cruiser,Excellent,2 years,76,190000,30,220,2016,15.5k
honda,dio,Koshi,Scooty,Like New (used few times),1year,28,125000,,,,12000
bajaj,pulsar,Bagmati,Standard,Good/Fair,5year,3,110000,45,150,2011,50000
yamaha,r15,Bagmati,Sports,Excellent,,57,170000,40,150,2014,29k
bajaj,discover,Bagmati,Standard,Excellent,,47,75000,,150,,
honda,unicorn,Bagmati,Standard,Excellent,,26,60000,45,,,
bajaj,pulsar,Bagmati,Standard,Excellent,,75,195000,,200,2016,16000
UnKnown,UnKnown,Bagmati,Cruiser,,,96,500000,,,,
mahindra,UnKnown,Lumbini,Standard,,,1,1200000,,2500,,
ktm,duke,Bagmati,Sports,,,73,305500,,,2016,
UnKnown,UnKnown,Bagmati,Standard,,,52,265000,,150,,
bajaj,pulsar,Bagmati,Sports,Excellent,5/6 month,94,240000,40,160,,5057
tvs,apache,Koshi,Sports,Excellent,1year,28,230000,32,200,2017,15000
benelli,tnt,Bagmati,Sports,Like New (used few times),1 year ,13,600000,25,300,2017,
bajaj,avenger,Bagmati,Cruiser,Excellent,,37,79000,35,200,2009,
benelli,UnKnown,Bagmati,Sports,Like New (used few times),2016,75,560000,35,300,2016,7000
bajaj,pulsar,Koshi,Sports,Excellent,11 years,4,135000,40,200,2007,"22,000"
UnKnown,UnKnown,Bagmati,Standard,Excellent,,73,330000,30,400,2016,16000
hero,xtreme,Bagmati,Standard,Like New (used few times),18 month,80,150000,40,150,2017,13000
yamaha,r15,Janakpur,Sports,Excellent,1 year ,9,275000,43,150,2016,13000
suzuki,UnKnown,Bagmati,Scooty,Excellent,20 month ,75,125000,35,125,2016,14000
UnKnown,UnKnown,Bagmati,Dirt,Good/Fair,,51,80000,35,150,2012,
bajaj,pulsar,Bagmati,Sports,Excellent,,64,150000,35,,2014,"37,000"
UnKnown,UnKnown,Bagmati,Standard,Excellent,,13,280000,35,350,2002,38890
um,renegade,Bagmati,Sports,,,65,165000,,,,
bajaj,pulsar,Narayani,Standard,Good/Fair,8 years ,16,85000,40,150,2009,
electric,electric,Gandaki,Standard,Like New (used few times),2 months,4,350000,30,350,2007,1200
bajaj,pulsar,Bagmati,Sports,Excellent,62 months,60,175000,35,200,2013,39000
ktm,duke,Bagmati,Standard,Excellent,,67,330000,22,373,2015,16
hartford,vr,Gandaki,Dirt,Good/Fair,,7,135000,,149,2012,
suzuki,UnKnown,Bagmati,Cruiser,Good/Fair,4 yrs,65,200000,,,,
honda,dio,Bagmati,Scooty,Like New (used few times),,80,140000,35,110,2016,10000
ktm,duke,Bagmati,Standard,Like New (used few times),,57,228000,35,200,2013,25000
yamaha,fz,Bagmati,Standard,Like New (used few times),2 months,92,349999,35,250,2018,1800
yamaha,ray,Bagmati,Scooty,Excellent,9months,57,80000,,113,,
hero,pleasure,Bagmati,Scooty,Excellent,,39,50000,35,1oo,2010,12285
yamaha,fz,Lumbini,Sports,Excellent,2 year ,34,165000,45,149,2015,23000
UnKnown,UnKnown,Bagmati,Scooty,Good/Fair,4 year +,51,85000,,125,2012,17000
crossfire,UnKnown,Koshi,Dirt,Like New (used few times),1 Year,33,425000,30,,2017,9650
UnKnown,UnKnown,Bagmati,Cruiser,Like New (used few times),4 months,91,500000,28,350,2016,139
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),2 years,73,320000,28,200,2016,17k
yamaha,r15,Bagmati,Standard,,,56,140000,40,150,,
yamaha,UnKnown,Bagmati,Standard,Like New (used few times),9Month,85,225000,43,150,2017,9800
yamaha,r15,Bagmati,Sports,Excellent,4year,48,125000,36,,2011,
UnKnown,UnKnown,Bagmati,Sports,,2 years,72,195000,50,155,2015,3300
UnKnown,UnKnown,Bagmati,Standard,Excellent,,46,65000,35,150,2011,36000
yamaha,r15,Bagmati,Sports,Excellent,,40,115000,35,150,,29000
bajaj,pulsar,Bagmati,Standard,Excellent,,85,240000,35,220,2017,15000
honda,shine,Bagmati,Standard,Excellent,,36,70000,,125,,
yamaha,r15,Gandaki,Sports,Excellent,,7,150000,,150,2012,
hero,pleasure,Bagmati,Scooty,Excellent,,49,65000,,,2011,
honda,activa,Bagmati,Scooty,Excellent,,39,70000,,110,2010,26k
tvs,apache,Bagmati,Sports,Excellent,5months,78,200000,30,200,2016,17000
yamaha,fz,Bagmati,Standard,Excellent,1 n half years,61,120000,,,,
UnKnown,UnKnown,Mechi,Sports,Like New (used few times),16 month,8,280000,45,150,2016,11000
yamaha,r15,Narayani,Sports,Good/Fair,,24,140000,30,150,,40k+
vespa,UnKnown,Bagmati,Standard,Like New (used few times),Some times ,81,260000,35,150,2017,6400
enfield,UnKnown,Bagmati,Cruiser,Excellent,1 year,83,500000,,411,2017,8500+
yamaha,UnKnown,Bagmati,Standard,Excellent,,71,158000,38,150,2015,31400
honda,unicorn,Bagmati,Standard,Good/Fair,10.3yrs,26,65000,35,150,2006,93456
yamaha,r15,Bagmati,Sports,Excellent,6 years,46,110000,30,150,,34000
UnKnown,UnKnown,Bagmati,Scooty,Excellent,3 year 2 month,30,60000,,,,
UnKnown,UnKnown,Narayani,Scooty,Like New (used few times),,46,140000,40,,2017,4020
ktm,duke,Koshi,Sports,Excellent,8 months,34,400000,35,200,2017,7550
benelli,tnt,Bagmati,Sports,Excellent,1.5 years,78,480000,20,300,2016,12000
hero,UnKnown,Narayani,Scooty,Excellent,2 years ,38,95000,37,110,2015,21+
reiju,UnKnown,Bagmati,Dirt,Like New (used few times),1.5 years,68,520000,,185,,1300
bajaj,pulsar,Bagmati,Sports,Like New (used few times),9 yrs,29,65000,40,150,2009,56k
UnKnown,UnKnown,Bagmati,Standard,Excellent,8 month,80,420000,25,Fres,,10000
yamaha,fz,Bagmati,Sports,Excellent,6month,84,220000,40,150,2016,3000 k
electric,electric,Bagmati,Standard,Excellent,,36,320000,27,350,2009,
